material,historical_price,location,month,demand,supply,predicted_price
pcb,231.94,Hyderabad,7,47,72,221.75
plastic,36.76,Bengaluru,11,60,82,40.37
copper,818.98,Mumbai,1,94,72,761.85
plastic,48.38,Chennai,7,73,49,49.76
steel,72.08,Bengaluru,6,93,68,76.61
copper,749.2,Hyderabad,3,35,35,641.51
pcb,225.86,Delhi,6,44,99,226.2
plastic,32.33,Hyderabad,12,51,86,37.49
battery,102.97,Delhi,12,79,65,124.96
steel,75.45,Kolkata,9,87,41,64.88
pcb,270.84,Hyderabad,5,55,67,248.18
plastic,37.71,Mumbai,3,36,58,36.48
pcb,253.41,Bengaluru,3,65,77,230.63
pcb,260.73,Bengaluru,4,78,62,251.72
pcb,277.4,Delhi,7,51,45,276.99
plastic,45.62,Delhi,7,65,69,47.07
copper,667.27,Mumbai,10,90,96,706.27
pcb,303.86,Chennai,9,95,64,298.23
pcb,330.81,Chennai,7,82,42,346.11
copper,665.09,Hyderabad,8,51,48,562.13
copper,874.68,Bengaluru,4,85,32,847.82
steel,50.37,Bengaluru,6,58,99,55.28
pcb,254.46,Kolkata,1,48,44,199.02
pcb,222.46,Hyderabad,1,65,86,162.28
battery,95.1,Delhi,10,79,89,99.25
copper,696.5,Chennai,9,84,84,583.24
aluminium,155.58,Hyderabad,12,62,84,168.97
copper,796.43,Delhi,9,81,82,681.89
plastic,43.75,Bengaluru,2,80,49,41.78
battery,78.7,Bengaluru,6,51,98,81.14
pcb,281.73,Mumbai,4,87,93,297.66
plastic,36.11,Kolkata,1,60,63,28.32
aluminium,198.16,Chennai,5,72,70,210.27
steel,85.22,Mumbai,9,94,30,89.75
plastic,44.52,Delhi,2,91,67,43.18
aluminium,219.48,Kolkata,4,51,41,195.53
steel,61.98,Bengaluru,9,50,34,62.92
copper,833.27,Delhi,7,66,50,828.21
aluminium,167.22,Bengaluru,12,50,93,176.33
copper,744.91,Kolkata,5,78,64,702.92
pcb,317.46,Chennai,12,81,62,360.57
plastic,27.23,Hyderabad,12,40,93,29.91
copper,677.34,Bengaluru,4,54,55,633.58
aluminium,203.3,Mumbai,7,89,90,226.36
aluminium,177.22,Kolkata,1,42,76,110.29
pcb,267.44,Delhi,10,92,93,267.0
plastic,45.47,Hyderabad,4,92,56,47.65
steel,63.09,Delhi,6,57,68,65.12
aluminium,170.95,Chennai,4,53,74,152.66
plastic,48.88,Kolkata,12,82,31,57.75
pcb,229.53,Mumbai,7,42,94,240.87
plastic,44.24,Bengaluru,12,77,68,53.11
steel,61.6,Bengaluru,7,36,38,63.46
copper,771.86,Chennai,11,88,72,855.42
battery,88.46,Kolkata,11,67,91,90.13
plastic,41.48,Mumbai,2,87,83,39.34
battery,90.52,Hyderabad,5,77,79,89.58
pcb,305.2,Hyderabad,9,81,35,306.38
aluminium,198.07,Delhi,9,70,73,184.71
plastic,39.09,Delhi,1,79,73,36.8
copper,687.64,Hyderabad,12,54,83,624.15
steel,54.97,Bengaluru,2,54,85,46.79
battery,80.95,Kolkata,11,72,100,84.67
copper,837.57,Mumbai,10,56,40,856.32
aluminium,180.05,Chennai,6,72,95,178.66
copper,548.12,Bengaluru,9,39,50,454.14
aluminium,146.09,Delhi,3,43,70,143.89
copper,858.89,Bengaluru,4,85,51,850.73
copper,923.41,Mumbai,11,85,56,988.48
aluminium,167.77,Mumbai,9,39,66,169.26
plastic,36.97,Delhi,1,95,91,32.75
aluminium,139.71,Delhi,11,38,68,157.33
steel,63.23,Chennai,6,52,86,64.5
steel,57.08,Hyderabad,5,44,70,59.14
plastic,35.05,Delhi,11,41,77,37.79
plastic,38.68,Bengaluru,1,57,54,34.13
battery,98.11,Chennai,4,81,47,110.12
plastic,40.31,Hyderabad,3,71,70,35.1
copper,796.5,Delhi,3,61,40,740.26
aluminium,237.57,Chennai,3,95,49,236.4
copper,553.63,Hyderabad,8,55,83,487.71
aluminium,171.15,Kolkata,3,95,98,161.51
aluminium,196.89,Bengaluru,7,72,72,194.76
pcb,312.07,Hyderabad,5,84,44,326.81
aluminium,181.74,Hyderabad,4,67,96,145.57
pcb,255.09,Bengaluru,3,67,95,221.72
pcb,280.58,Hyderabad,7,43,34,261.74
copper,726.83,Mumbai,10,81,89,674.94
copper,604.64,Delhi,1,38,79,409.65
copper,687.25,Chennai,11,78,92,755.63
battery,93.64,Mumbai,12,38,71,115.11
plastic,40.7,Chennai,5,95,65,47.56
copper,778.19,Bengaluru,6,86,70,832.5
steel,69.45,Kolkata,10,70,54,66.93
battery,108.55,Mumbai,10,83,74,112.56
plastic,27.34,Delhi,2,51,89,23.58
battery,84.27,Mumbai,2,59,72,76.72
steel,54.83,Chennai,5,71,98,59.32
battery,78.45,Hyderabad,11,37,81,85.26
aluminium,202.88,Delhi,10,43,56,181.75
aluminium,213.83,Bengaluru,7,95,46,243.11
copper,618.56,Chennai,11,58,89,616.48
plastic,42.04,Mumbai,5,46,33,48.73
battery,99.33,Kolkata,12,68,75,117.73
aluminium,196.26,Mumbai,1,73,78,176.63
plastic,33.55,Mumbai,11,38,72,39.59
steel,68.53,Chennai,8,88,62,67.34
aluminium,183.96,Delhi,9,49,52,160.3
steel,75.2,Hyderabad,7,95,45,85.6
plastic,41.33,Bengaluru,10,73,50,43.56
steel,66.57,Delhi,11,92,88,70.6
battery,109.99,Kolkata,7,77,67,103.1
copper,714.8,Mumbai,10,43,56,718.58
aluminium,174.77,Kolkata,1,61,66,131.51
pcb,271.44,Bengaluru,3,72,52,269.28
aluminium,171.46,Bengaluru,2,74,83,151.95
steel,63.84,Hyderabad,1,49,48,51.02
plastic,44.71,Kolkata,8,76,38,46.52
plastic,50.0,Mumbai,5,64,32,56.26
copper,608.05,Hyderabad,5,35,76,580.92
battery,84.1,Bengaluru,7,44,74,90.54
steel,65.59,Delhi,2,91,57,71.63
copper,784.7,Chennai,3,56,30,775.89
aluminium,211.65,Delhi,3,62,36,205.32
pcb,310.1,Chennai,8,87,38,316.0
pcb,239.48,Delhi,5,59,96,239.65
steel,62.54,Hyderabad,9,66,62,56.06
copper,736.18,Delhi,6,72,87,721.39
aluminium,180.12,Mumbai,11,91,88,224.97
copper,856.49,Mumbai,2,65,51,835.41
aluminium,177.28,Hyderabad,11,56,92,182.51
battery,111.49,Hyderabad,11,69,40,113.04
pcb,311.18,Delhi,4,75,47,332.31
plastic,35.82,Hyderabad,7,73,79,36.1
battery,73.79,Kolkata,3,50,88,62.92
plastic,45.72,Chennai,12,70,50,53.13
steel,65.87,Bengaluru,9,91,86,59.54
copper,684.76,Hyderabad,3,60,46,595.16
plastic,32.9,Hyderabad,12,47,58,41.27
plastic,42.38,Mumbai,4,86,78,48.74
pcb,259.21,Mumbai,6,69,87,306.83
plastic,38.6,Kolkata,5,63,51,39.7
battery,90.95,Bengaluru,6,53,71,100.56
plastic,44.64,Chennai,9,80,34,49.0
pcb,233.92,Mumbai,2,40,71,221.51
pcb,314.12,Mumbai,9,75,42,312.32
aluminium,162.0,Bengaluru,5,38,92,151.07
battery,82.71,Delhi,12,58,96,98.95
steel,59.18,Delhi,5,79,87,69.51
battery,94.06,Hyderabad,4,49,55,98.23
aluminium,194.54,Delhi,3,53,47,192.62
steel,66.56,Mumbai,4,65,67,68.68
steel,59.49,Kolkata,7,91,87,60.36
pcb,268.76,Mumbai,4,80,89,275.46
plastic,47.05,Kolkata,11,89,30,54.75
copper,663.55,Bengaluru,7,51,72,645.77
pcb,212.04,Mumbai,9,40,70,214.24
battery,92.16,Mumbai,3,81,91,88.87
pcb,279.75,Chennai,3,82,65,281.76
copper,902.11,Chennai,7,86,37,946.3
copper,721.13,Hyderabad,11,66,79,721.8
pcb,261.38,Kolkata,10,91,73,264.29
copper,741.86,Kolkata,12,65,61,804.77
plastic,36.54,Hyderabad,4,44,51,36.45
plastic,42.91,Mumbai,10,71,55,47.78
copper,659.71,Mumbai,7,43,63,723.0
copper,804.9,Mumbai,5,54,45,852.05
plastic,47.38,Kolkata,7,92,62,46.08
pcb,235.11,Bengaluru,9,48,100,170.03
battery,90.54,Kolkata,11,56,67,104.42
plastic,47.96,Delhi,6,72,34,53.63
aluminium,196.48,Mumbai,8,55,70,192.12
plastic,29.0,Delhi,1,47,92,23.0
pcb,293.96,Delhi,6,69,67,300.88
aluminium,231.08,Delhi,12,80,50,271.31
steel,66.9,Hyderabad,12,94,95,73.34
plastic,40.47,Chennai,10,66,82,40.23
battery,94.94,Bengaluru,3,85,83,88.39
plastic,41.41,Bengaluru,4,66,56,40.64
pcb,232.78,Bengaluru,7,61,83,236.2
aluminium,212.49,Hyderabad,3,70,34,197.67
battery,108.14,Bengaluru,4,61,52,103.11
plastic,42.04,Mumbai,12,63,76,51.68
steel,65.5,Bengaluru,9,67,45,63.34
aluminium,192.79,Hyderabad,2,86,59,164.02
aluminium,178.4,Delhi,10,72,93,158.64
pcb,241.22,Hyderabad,3,42,49,200.95
battery,99.79,Delhi,2,44,43,91.85
copper,775.56,Bengaluru,7,55,45,791.44
pcb,289.78,Delhi,9,42,43,282.25
copper,584.6,Kolkata,8,68,100,522.93
pcb,286.14,Mumbai,11,73,69,337.48
pcb,230.76,Mumbai,2,61,100,198.3
aluminium,161.34,Hyderabad,8,38,58,135.25
steel,63.78,Hyderabad,2,66,67,56.24
aluminium,193.08,Delhi,10,49,48,182.15
steel,76.07,Chennai,12,68,30,88.83
battery,101.83,Delhi,3,70,48,115.86
plastic,38.45,Bengaluru,9,66,72,38.17
plastic,36.21,Hyderabad,12,75,85,40.29
pcb,272.81,Hyderabad,3,75,30,255.53
copper,674.03,Chennai,12,45,77,746.94
aluminium,140.25,Kolkata,10,36,97,106.45
copper,655.22,Chennai,3,44,63,535.12
steel,68.89,Chennai,2,66,30,64.58
steel,69.07,Delhi,9,71,38,73.6
aluminium,176.93,Hyderabad,4,44,70,146.06
aluminium,177.15,Kolkata,4,42,48,147.16
steel,72.12,Mumbai,8,76,80,74.63
aluminium,178.61,Kolkata,10,51,82,160.21
copper,790.47,Chennai,3,65,34,765.59
aluminium,184.64,Kolkata,8,83,95,168.76
plastic,33.61,Hyderabad,7,38,63,32.32
steel,50.96,Hyderabad,10,40,73,38.86
plastic,38.93,Mumbai,9,39,35,39.74
battery,79.31,Delhi,4,39,83,74.12
plastic,36.91,Bengaluru,10,62,79,36.82
plastic,32.23,Hyderabad,3,40,71,23.26
aluminium,170.66,Kolkata,6,41,70,163.54
pcb,352.63,Mumbai,11,87,30,417.61
battery,87.36,Bengaluru,1,57,48,79.84
copper,710.3,Chennai,9,72,94,596.53
copper,603.57,Hyderabad,5,49,95,536.24
pcb,322.66,Chennai,3,94,42,314.18
pcb,241.15,Chennai,3,47,92,188.35
copper,743.12,Chennai,8,72,91,674.45
pcb,296.9,Hyderabad,3,65,49,269.02
copper,849.67,Mumbai,2,88,52,814.01
pcb,229.6,Kolkata,3,43,81,166.02
battery,90.28,Hyderabad,1,84,68,75.43
plastic,34.56,Kolkata,5,35,73,31.25
aluminium,182.81,Mumbai,3,41,47,181.41
battery,110.45,Kolkata,4,91,44,117.17
plastic,41.67,Hyderabad,5,88,42,45.38
steel,79.05,Delhi,6,90,33,93.07
battery,71.66,Mumbai,2,45,96,60.23
steel,59.71,Chennai,10,52,75,53.53
plastic,40.5,Kolkata,6,46,31,43.65
steel,65.82,Bengaluru,9,71,76,59.02
copper,696.41,Delhi,10,76,87,691.33
aluminium,225.93,Hyderabad,4,83,53,222.91
plastic,42.96,Mumbai,4,68,47,46.27
copper,599.24,Delhi,6,49,93,612.47
aluminium,202.71,Chennai,7,81,70,207.52
steel,61.16,Delhi,5,35,51,69.61
copper,765.29,Delhi,4,85,58,827.23
battery,103.41,Delhi,11,53,43,109.22
aluminium,161.47,Bengaluru,10,42,58,152.97
aluminium,178.72,Hyderabad,1,82,95,119.37
copper,813.67,Hyderabad,12,43,33,835.65
plastic,42.48,Mumbai,2,39,43,38.03
aluminium,218.45,Hyderabad,8,75,42,202.6
plastic,32.59,Bengaluru,1,42,91,21.99
copper,686.98,Kolkata,8,92,83,623.45
aluminium,253.3,Delhi,1,95,35,235.31
copper,746.46,Delhi,7,52,50,741.58
aluminium,167.39,Bengaluru,9,48,75,143.69
battery,88.24,Delhi,7,44,70,92.87
steel,69.15,Chennai,12,80,76,77.81
copper,655.12,Delhi,3,38,45,643.6
copper,869.1,Mumbai,9,94,86,829.25
steel,60.08,Chennai,4,56,73,57.31
copper,660.84,Hyderabad,4,67,87,637.31
aluminium,183.85,Delhi,10,84,99,176.69
plastic,42.59,Bengaluru,6,45,61,42.88
pcb,290.57,Delhi,7,45,31,309.98
copper,876.27,Mumbai,5,78,52,930.82
plastic,42.39,Hyderabad,10,53,39,42.5
copper,739.06,Mumbai,10,72,92,675.09
battery,80.34,Kolkata,5,51,97,67.66
pcb,310.54,Delhi,2,84,51,296.64
copper,796.63,Delhi,2,77,51,685.49
copper,806.94,Delhi,3,65,43,727.8
aluminium,230.51,Delhi,12,93,52,279.55
battery,92.72,Kolkata,9,68,88,74.82
copper,700.3,Mumbai,12,41,75,807.48
battery,95.58,Delhi,2,44,43,85.84
copper,718.1,Bengaluru,1,40,39,494.75
pcb,289.49,Chennai,7,68,64,308.49
pcb,249.96,Chennai,12,65,91,268.56
pcb,287.85,Bengaluru,4,62,48,258.99
aluminium,220.56,Delhi,6,71,52,235.67
copper,784.12,Kolkata,7,82,73,777.13
aluminium,196.26,Chennai,11,41,36,212.29
copper,711.59,Hyderabad,6,83,80,708.3
aluminium,207.62,Hyderabad,12,59,36,219.13
steel,71.31,Delhi,12,64,49,82.2
pcb,264.87,Bengaluru,3,56,53,224.46
battery,89.56,Hyderabad,7,46,54,91.98
aluminium,182.88,Delhi,9,65,62,183.36
plastic,36.84,Hyderabad,10,55,57,32.92
steel,61.75,Delhi,1,55,44,53.81
pcb,248.36,Hyderabad,6,69,78,275.49
aluminium,183.87,Bengaluru,4,70,91,160.93
battery,87.52,Kolkata,9,55,75,70.27
copper,594.24,Hyderabad,7,37,91,496.77
steel,78.21,Chennai,6,72,30,93.96
aluminium,193.66,Hyderabad,1,52,39,153.69
steel,57.26,Kolkata,3,69,78,49.02
battery,85.4,Bengaluru,2,51,92,67.49
copper,654.64,Kolkata,1,50,82,422.18
plastic,42.27,Delhi,1,77,63,39.15
battery,86.47,Bengaluru,7,65,94,82.75
pcb,188.43,Kolkata,5,50,92,169.57
battery,92.63,Hyderabad,2,67,66,80.67
battery,123.98,Mumbai,6,72,34,151.88
plastic,42.6,Mumbai,11,65,54,51.8
pcb,261.04,Delhi,5,67,78,274.05
copper,748.19,Bengaluru,10,79,69,630.95
pcb,251.84,Mumbai,9,39,40,257.23
battery,94.57,Bengaluru,1,71,72,71.99
copper,803.92,Delhi,11,57,37,896.45
steel,56.86,Chennai,10,51,53,55.0
plastic,38.64,Kolkata,8,35,32,36.08
copper,653.76,Mumbai,12,47,94,753.78
aluminium,220.36,Bengaluru,6,83,54,237.17
copper,618.11,Delhi,10,39,73,530.84
plastic,38.86,Hyderabad,10,61,65,38.33
pcb,257.12,Bengaluru,7,77,60,271.66
aluminium,212.21,Hyderabad,4,69,50,186.37
pcb,278.46,Hyderabad,7,68,79,266.77
battery,72.24,Bengaluru,4,70,100,62.7
copper,617.08,Bengaluru,2,69,87,491.53
pcb,278.54,Bengaluru,5,87,93,273.75
pcb,258.57,Kolkata,8,94,80,283.03
pcb,312.0,Chennai,8,76,62,307.81
aluminium,155.54,Delhi,12,49,98,172.91
steel,64.94,Kolkata,11,45,34,68.38
battery,117.24,Kolkata,11,86,37,128.74
steel,47.33,Bengaluru,9,41,96,40.76
copper,839.05,Bengaluru,1,94,31,786.17
battery,96.86,Chennai,4,83,73,101.42
aluminium,176.09,Mumbai,4,55,93,171.87
pcb,256.11,Mumbai,2,55,76,252.88
pcb,243.18,Delhi,2,49,90,196.83
aluminium,202.86,Bengaluru,2,66,49,163.33
aluminium,181.04,Kolkata,12,66,74,203.36
battery,95.85,Kolkata,1,90,93,78.1
aluminium,177.04,Chennai,11,35,64,181.39
aluminium,179.48,Chennai,12,43,46,204.57
aluminium,152.18,Kolkata,5,43,88,140.06
copper,735.44,Delhi,1,81,74,652.94
plastic,40.17,Bengaluru,11,89,86,47.7
plastic,35.36,Chennai,5,52,61,39.43
plastic,42.33,Bengaluru,2,50,33,38.53
aluminium,187.53,Bengaluru,9,52,48,173.09
copper,908.04,Bengaluru,12,82,30,984.49
battery,90.0,Mumbai,4,48,55,92.32
battery,107.06,Delhi,11,90,72,128.41
pcb,291.77,Delhi,11,54,50,309.26
steel,53.92,Chennai,6,44,89,57.57
plastic,33.55,Hyderabad,3,76,94,33.27
battery,101.17,Chennai,12,66,72,111.56
aluminium,245.83,Delhi,7,85,35,260.16
aluminium,226.6,Kolkata,4,78,32,212.12
pcb,300.74,Delhi,9,81,49,313.27
pcb,285.49,Bengaluru,11,81,51,326.46
battery,88.47,Mumbai,10,54,91,89.42
copper,709.91,Kolkata,1,48,45,511.17
aluminium,213.9,Chennai,5,49,47,209.35
pcb,263.36,Hyderabad,5,41,70,222.41
plastic,33.12,Mumbai,1,56,95,30.71
plastic,38.04,Hyderabad,7,53,49,44.11
copper,784.01,Mumbai,12,60,81,913.62
pcb,242.64,Kolkata,5,57,97,210.04
plastic,40.33,Delhi,3,71,74,38.87
copper,710.28,Hyderabad,6,52,51,720.75
copper,925.74,Bengaluru,9,88,36,914.45
aluminium,171.31,Kolkata,1,39,40,125.57
plastic,39.09,Bengaluru,11,79,80,47.05
steel,65.88,Kolkata,10,89,90,63.19
pcb,288.78,Chennai,10,92,71,290.14
pcb,272.86,Chennai,11,44,60,281.47
steel,56.75,Hyderabad,8,50,70,50.9
plastic,43.2,Mumbai,11,62,70,48.83
plastic,36.22,Hyderabad,3,50,63,33.66
plastic,41.17,Kolkata,3,63,43,37.87
copper,837.69,Delhi,2,78,44,784.93
aluminium,220.97,Kolkata,3,87,36,194.96
copper,764.17,Chennai,8,63,56,748.99
pcb,252.58,Delhi,12,49,41,291.82
pcb,218.83,Delhi,4,50,87,206.65
copper,689.32,Mumbai,5,48,77,702.91
pcb,271.05,Hyderabad,5,76,76,296.9
plastic,43.89,Bengaluru,9,72,35,40.51
battery,112.51,Delhi,6,86,49,130.61
steel,51.94,Chennai,12,46,98,55.39
battery,81.66,Chennai,1,48,78,60.37
aluminium,163.38,Delhi,7,42,76,166.12
battery,92.58,Bengaluru,1,51,39,73.83
copper,776.39,Kolkata,3,51,31,678.33
plastic,47.2,Kolkata,8,92,48,47.28
plastic,41.59,Hyderabad,7,48,34,43.5
steel,73.97,Bengaluru,1,52,40,58.33
plastic,33.03,Bengaluru,8,41,68,34.35
pcb,256.4,Kolkata,4,51,39,221.66
aluminium,172.96,Kolkata,6,60,74,160.17
aluminium,173.62,Mumbai,1,61,80,142.09
plastic,34.63,Bengaluru,4,56,78,32.67
copper,637.46,Kolkata,1,93,93,484.26
battery,92.32,Kolkata,3,39,50,78.37
steel,66.68,Bengaluru,11,58,61,72.24
battery,95.91,Delhi,6,75,80,103.12
plastic,45.8,Delhi,11,76,30,53.19
pcb,230.54,Mumbai,7,35,48,268.22
copper,831.95,Bengaluru,11,47,41,795.66
copper,837.18,Kolkata,5,47,30,768.22
plastic,42.48,Bengaluru,5,78,67,42.17
steel,65.17,Mumbai,12,48,32,81.53
plastic,34.56,Hyderabad,6,50,66,37.32
copper,602.66,Chennai,7,86,95,626.25
copper,677.65,Bengaluru,11,43,68,664.19
aluminium,186.12,Chennai,9,49,67,152.63
pcb,247.71,Hyderabad,7,68,79,253.76
plastic,38.21,Chennai,11,52,57,42.44
pcb,282.16,Kolkata,12,68,57,292.17
battery,91.81,Hyderabad,11,45,54,93.69
aluminium,169.07,Kolkata,3,67,83,135.3
plastic,39.98,Kolkata,7,83,71,42.09
battery,88.76,Bengaluru,1,51,61,80.67
pcb,290.47,Chennai,2,56,35,248.6
aluminium,160.73,Kolkata,10,45,45,141.33
steel,75.28,Hyderabad,11,87,50,79.62
battery,102.41,Hyderabad,10,78,37,103.11
copper,904.5,Delhi,12,75,37,1053.78
battery,80.35,Delhi,2,77,100,66.23
aluminium,206.6,Bengaluru,6,75,41,233.8
battery,83.02,Hyderabad,7,43,100,73.64
battery,117.36,Kolkata,3,90,33,109.71
steel,49.45,Kolkata,5,40,72,44.07
pcb,291.83,Delhi,5,48,35,285.16
copper,758.06,Hyderabad,6,95,92,805.05
steel,57.45,Hyderabad,4,35,46,49.82
steel,61.94,Bengaluru,9,55,39,56.26
aluminium,193.59,Hyderabad,11,60,47,194.86
copper,654.73,Bengaluru,10,44,58,605.21
copper,562.18,Hyderabad,3,46,96,369.29
aluminium,165.7,Kolkata,8,50,87,121.97
pcb,300.54,Hyderabad,3,94,43,303.62
plastic,44.89,Chennai,4,92,60,49.48
battery,101.53,Kolkata,11,58,66,101.95
aluminium,194.01,Kolkata,10,42,34,185.33
pcb,177.61,Kolkata,5,37,88,158.37
plastic,40.09,Delhi,9,91,83,39.73
pcb,230.35,Bengaluru,4,55,56,219.99
aluminium,205.58,Chennai,3,68,64,195.53
pcb,225.35,Mumbai,4,53,97,213.87
pcb,236.51,Hyderabad,9,77,83,191.4
copper,901.32,Delhi,10,75,49,856.46
steel,68.65,Mumbai,10,58,58,74.9
battery,104.2,Delhi,1,84,58,88.76
copper,849.52,Delhi,12,62,41,999.92
pcb,247.58,Delhi,4,63,68,246.05
copper,636.64,Kolkata,2,39,77,404.62
aluminium,203.5,Kolkata,11,61,43,217.68
aluminium,191.43,Kolkata,2,72,53,157.51
plastic,39.22,Kolkata,8,61,69,36.76
plastic,48.68,Delhi,12,78,33,58.48
plastic,37.17,Mumbai,4,72,88,40.61
pcb,200.29,Chennai,4,51,91,175.76
battery,92.06,Kolkata,6,77,97,92.54
pcb,303.74,Bengaluru,6,95,73,334.22
copper,731.04,Kolkata,10,66,94,586.37
copper,785.09,Bengaluru,2,66,40,683.16
battery,100.02,Delhi,11,81,80,112.62
copper,748.14,Kolkata,10,37,33,652.67
pcb,229.82,Delhi,1,41,79,167.96
steel,73.91,Mumbai,6,67,53,87.86
pcb,242.52,Delhi,1,60,94,169.14
aluminium,181.01,Mumbai,8,66,75,190.47
aluminium,177.05,Delhi,8,36,47,170.2
pcb,215.89,Kolkata,8,63,92,156.36
steel,62.07,Mumbai,4,78,86,71.01
battery,102.71,Hyderabad,12,74,78,111.96
steel,57.88,Hyderabad,9,56,64,54.19
battery,92.69,Delhi,11,43,41,109.77
copper,840.42,Bengaluru,9,95,69,785.15
steel,60.91,Kolkata,12,42,36,74.62
steel,41.92,Chennai,3,39,87,41.07
copper,887.13,Chennai,11,80,46,936.97
aluminium,182.89,Chennai,3,81,79,180.23
aluminium,212.52,Delhi,7,69,36,237.46
aluminium,188.25,Mumbai,12,50,78,215.98
plastic,30.24,Bengaluru,6,44,88,34.45
aluminium,202.43,Hyderabad,3,93,69,178.25
plastic,41.47,Delhi,6,79,58,49.87
plastic,37.31,Bengaluru,5,84,91,40.14
battery,120.91,Chennai,12,85,39,150.83
pcb,228.3,Bengaluru,4,62,90,224.52
battery,95.96,Chennai,4,55,49,98.94
copper,912.08,Delhi,11,76,35,960.58
battery,89.26,Hyderabad,12,52,71,99.95
steel,64.74,Kolkata,10,91,78,64.82
pcb,318.17,Chennai,7,83,31,335.86
plastic,49.28,Delhi,3,88,32,47.77
steel,55.09,Mumbai,8,77,98,67.86
copper,581.67,Chennai,2,37,93,379.93
steel,69.76,Mumbai,7,95,94,80.07
battery,97.78,Mumbai,1,81,71,94.1
aluminium,154.43,Bengaluru,3,70,100,114.0
battery,87.03,Mumbai,9,46,100,76.84
aluminium,210.23,Delhi,5,68,42,226.3
pcb,271.91,Delhi,7,88,86,287.12
pcb,295.67,Kolkata,6,92,87,291.76
plastic,48.71,Kolkata,10,90,69,43.65
plastic,48.47,Mumbai,11,68,52,54.37
copper,1012.5,Mumbai,12,92,37,1163.88
steel,63.95,Bengaluru,1,86,78,54.3
copper,696.15,Chennai,7,70,87,658.76
battery,94.39,Chennai,5,92,100,100.85
plastic,46.02,Bengaluru,10,68,42,45.6
battery,114.27,Delhi,6,89,47,138.14
plastic,41.77,Chennai,6,73,82,44.45
steel,57.57,Kolkata,11,94,100,65.54
plastic,40.3,Chennai,8,61,40,43.42
steel,68.91,Delhi,5,66,35,79.27
copper,818.69,Bengaluru,9,79,43,798.64
steel,67.27,Kolkata,10,54,51,54.84
aluminium,193.68,Kolkata,11,65,51,216.57
copper,756.77,Kolkata,7,47,38,704.34
plastic,43.83,Delhi,5,68,61,46.81
pcb,305.72,Delhi,11,82,78,322.99
plastic,39.28,Kolkata,4,82,63,38.64
pcb,304.77,Bengaluru,5,88,83,302.03
copper,746.32,Chennai,9,48,40,677.44
steel,55.21,Delhi,4,35,78,49.99
battery,90.55,Kolkata,8,49,46,86.61
battery,99.22,Mumbai,7,43,40,117.22
aluminium,168.92,Chennai,11,83,89,206.81
copper,828.55,Kolkata,10,85,57,745.55
aluminium,180.38,Bengaluru,1,51,52,136.19
battery,91.11,Delhi,11,62,78,99.84
pcb,175.3,Chennai,1,42,89,122.48
steel,67.29,Kolkata,4,67,46,61.6
pcb,270.11,Mumbai,1,77,88,227.95
pcb,299.49,Mumbai,3,94,77,300.75
aluminium,193.36,Bengaluru,8,95,100,184.93
steel,68.86,Mumbai,1,74,35,67.81
copper,915.08,Bengaluru,7,89,46,865.4
pcb,228.94,Bengaluru,11,73,91,271.07
plastic,31.54,Kolkata,4,54,85,30.02
plastic,31.47,Kolkata,12,67,91,39.36
steel,54.07,Delhi,4,35,55,52.51
aluminium,193.72,Hyderabad,2,82,61,159.56
copper,702.71,Chennai,6,35,39,726.65
steel,77.12,Mumbai,5,81,38,90.93
aluminium,252.46,Hyderabad,11,94,38,267.06
battery,85.31,Bengaluru,11,53,73,97.91
plastic,42.67,Kolkata,5,93,84,45.02
copper,596.72,Kolkata,1,79,98,424.44
plastic,42.17,Chennai,10,74,52,41.76
battery,95.97,Kolkata,2,40,31,87.47
battery,100.88,Hyderabad,1,46,32,74.57
copper,650.11,Bengaluru,7,51,80,575.53
steel,66.87,Bengaluru,4,48,35,66.39
pcb,273.01,Chennai,5,50,40,268.52
plastic,39.74,Bengaluru,1,57,79,28.71
copper,958.83,Mumbai,11,84,37,1097.73
copper,800.94,Mumbai,1,73,69,709.33
copper,585.5,Hyderabad,10,44,79,503.52
pcb,358.01,Mumbai,10,90,35,376.97
plastic,38.37,Chennai,8,83,97,38.77
steel,56.32,Kolkata,10,39,65,50.14
aluminium,146.43,Hyderabad,11,49,91,149.58
pcb,190.12,Bengaluru,3,43,99,136.08
steel,61.43,Mumbai,1,59,62,50.71
battery,79.4,Bengaluru,8,57,79,81.95
steel,71.14,Mumbai,9,41,37,72.82
steel,70.23,Delhi,9,79,63,68.4
battery,100.53,Delhi,6,68,69,116.53
pcb,267.9,Kolkata,12,80,75,273.31
battery,94.24,Kolkata,4,86,91,87.28
aluminium,160.23,Bengaluru,4,44,61,147.98
plastic,33.0,Kolkata,12,38,90,34.29
pcb,284.02,Hyderabad,3,68,44,264.72
pcb,261.04,Delhi,5,51,70,273.19
steel,66.62,Chennai,4,86,62,72.47
pcb,247.8,Delhi,9,42,77,209.62
pcb,281.81,Delhi,2,95,70,258.46
plastic,42.55,Hyderabad,5,62,41,45.45
copper,863.54,Kolkata,10,92,54,794.58
steel,70.37,Delhi,11,52,32,71.71
battery,113.95,Bengaluru,2,77,35,105.39
pcb,320.72,Chennai,10,95,53,333.2
pcb,256.59,Bengaluru,11,82,81,252.37
pcb,310.46,Chennai,10,87,60,310.93
pcb,268.19,Mumbai,6,49,67,305.86
steel,53.04,Bengaluru,10,55,92,51.32
pcb,262.0,Chennai,2,65,60,237.75
